;Genre;Console;Editeur;Developpeur;Version;Titre;Complement version;Etat;Boite;Etat boite;Notice;Etat notice;Informations;Cotation;Lien
;Plate-forme 3D;Saturn;Sega;1;;Sonic 3D ;;;;;;;;;http://fr.wikipedia.org/wiki/Sonic_3D_Flickies%27_Island
;Plate-forme 3D;Saturn;Eidos Interactive;1;;Tomb raider ;;;;;;;;;http://fr.wikipedia.org/wiki/Tomb_Raider
;Tir/action ;Saturn;;1;;Tunnel B1 ;;;;;;;;;
;combat 3D;Saturn;Sega;1;;Virtua Fighter ;;;;;;;;;http://fr.wikipedia.org/wiki/Virtua_Fighter
;combat 3D;Saturn;Sega;1;;Virtua Fighter 2 ;;;;;;;;;http://fr.wikipedia.org/wiki/Virtua_Fighter_2
;combat 3D;Saturn;Sega;1;;Virtua Fighter Kids ;;;;;;;;;
;Simulation voiture;Saturn;Sega;1;;Virtua Racing ;;;;;;;;;http://fr.wikipedia.org/wiki/Virtua_Racing
;;;;1;;;;;;;;;;;
;;;;1;;Neo GEO AES (SNK);;;;;;;;;
;;;;1;;;;;;;;;;;
;;;;1;;Playstation (Sony);;;;;;;;;
;Simulation économique ;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Activision;1;;Civilization II ;;;;;;;;;http://fr.wikipedia.org/wiki/Civilization_II
;Stratégie ;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Westwood Studios;1;;Command & conquer alert rouge mission tesla ;;;;;;;;;http://fr.wikipedia.org/wiki/Command_%26_Conquer_:_Alerte_rouge#Missions_Tesla
;hack and slash ;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Blizzard;1;;Diablo ;;;;;;;;;http://fr.wikipedia.org/wiki/Diablo_%28jeu_vid%C3%A9o%29
;FPS;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;GT Interactive;1;;Duke nulem land of the babes ;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Duke_Nukem:_Land_of_the_Babes
;Stratégie ;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Virgin Interactive;1;;Dune 2000 ;;;;;;;;;http://fr.wikipedia.org/wiki/Dune_2000
;combat 3D;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;;1;;Dynasty warriors ;;;;;;;;;
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;SquareEnix;1;EN;Final Fantasy origins;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Final_Fantasy_Origins
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Square;1;EN;Final Fantasy Anthology;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_Anthology
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Square;1;JP;Final Fantasy premium package;;;;;;;;;
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;EN;Final Fantasy VI;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VI
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VII ;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VII ;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VII ;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VII platinium;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Final_Fantasy_VII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VII platinium;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VII platinium;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VII version presse;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;EN;Final Fantasy VII version presse;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;EN;Final Fantasy VII demo sysgraph 95;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VIII demo;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VIII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VIII demo;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VIII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VIII;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VIII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VIII;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VIII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy VIII platinium;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_VIII
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy IX;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_IX
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy IX platinium;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_IX
;Simulation voiture;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Sony;1;;Grand tourismo ;;;;;;;;;http://fr.wikipedia.org/wiki/Gran_Turismo
;FPS;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;EA;1;;Medal of honor ;;;;;;;;;http://fr.wikipedia.org/wiki/Medal_of_Honor_%28jeu_vid%C3%A9o%29
;Infiltration;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Konami;1;;Metal gear solid ;;;;;;;;;http://fr.wikipedia.org/wiki/Metal_Gear_Solid
;simulation Basket;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;EA;1;;NBA live 98 ;;;;;;;;;http://fr.wikipedia.org/wiki/NBA_Live_98
;Simulation voiture;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Sony;1;;Porsche challenge ;;;;;;;;;http://fr.wikipedia.org/wiki/Porsche_Challenge
;Plate-forme 2D;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Ubisoft;1;;Rayman;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Rayman_%28jeu_vid%C3%A9o%29
;Infiltration;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;989 Studios;1;;Syphon filter ;;;;;;;;;http://fr.wikipedia.org/wiki/Syphon_Filter_%28jeu_vid%C3%A9o%29
;Infiltration;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Sony;1;;Syphon filter 2 ;;;;;;;;;http://fr.wikipedia.org/wiki/Syphon_Filter_2
;combat 3D;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Namco;1;;Tekken 3 ;;;;;;;;;http://fr.wikipedia.org/wiki/Tekken_3
;RPG;Playstation & Psone & Playstation 2 & Pstwo & Playstation 3;Sony;1;;Wild arms ;;;;;;;;;http://fr.wikipedia.org/wiki/Wild_Arms
;;;;1;;;;;;;;;;;
;;;;1;;Playstation 2 (Sony);;;;;;;;;
;puzzle game;Playstation 2 & Pstwo & Playstation 3;;1;;Bonanza bros ;;;;;;;;;
;Réflexion;Playstation 2 & Pstwo & Playstation 3;;1;;Buzz le mega quizz ;;;;;;;;;
;Combat 2D;Playstation 2 & Pstwo & Playstation 3;;1;;Capcom VS snk 2 ;;;;;;;;;
;combat 3D;Playstation 2 & Pstwo & Playstation 3;Infogrames/Bandai;1;;Dragon ball Z budokaï ;;;;;;;;;http://fr.wikipedia.org/wiki/Dragon_Ball_Z:_Budokai
;combat 3D;Playstation 2 & Pstwo & Playstation 3;Atari/Bandai;1;;Dragon ball Z budokaï 3 ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Dragon_Ball_Z:_Budokai_3
;combat 3D;Playstation 2 & Pstwo & Playstation 3;Atari;1;;Dragon ball Z budokaï tenkaïchi ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Dragon_Ball_Z:_Budokai_Tenkaichi
;combat 3D;Playstation 2 & Pstwo & Playstation 3;Atari;1;;Dragon ball Z budokaï tenkaïchi 2 ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Dragon_Ball_Z:_Budokai_Tenkaichi_2
;RPG;Playstation 2 & Pstwo & Playstation 3;SquareEnix;1;;Dragon quest VIII ;;;;;;;;;http://fr.wikipedia.org/wiki/Dragon_Quest_VIII
;Eye toy;Playstation 2 & Pstwo & Playstation 3;Sony;1;;Eye toy play 2 ;;;;;;;;;
;Eye toy;Playstation 2 & Pstwo & Playstation 3;Sony;1;;Eye toy play 3 ;;;;;;;;;
;Action-RPG ;Playstation 2 & Pstwo & Playstation 3;SquareEnix;1;FR;Dirge of Cerberus: Final Fantasy VII;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Dirge_of_Cerberus:_Final_Fantasy_VII
;RPG;Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy X;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Final_Fantasy_X
;RPG;Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy X;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Final_Fantasy_X
;RPG;Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy X;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Final_Fantasy_X
;RPG;Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy X edition special;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_X
;RPG;Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy X platinium;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_X
;RPG;Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy X-2;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Final_Fantasy_X-2
;RPG;Playstation 2 & Pstwo & Playstation 3;Squaresoft;1;FR;Final Fantasy X-2 platinium;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_X-2
;RPG;Playstation 2 & Pstwo & Playstation 3;SquareEnix;1;FR;Final Fantasy XII;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Final_Fantasy_XII
;RPG;Playstation 2 & Pstwo & Playstation 3;SquareEnix;1;FR;Final Fantasy XII;;10;1;10;1;10;neuf emballé;;http://fr.wikipedia.org/wiki/Final_Fantasy_XII
;RPG;Playstation 2 & Pstwo & Playstation 3;SquareEnix;1;FR;Final Fantasy XII;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_XII
;Simulation voiture;Playstation 2 & Pstwo & Playstation 3;Sony;1;;Grand tourismo 3 ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Gran_Turismo_3_A-spec
;Simulation voiture;Playstation 2 & Pstwo & Playstation 3;Sony;1;;Grand tourismo 4 ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Gran_Turismo_4
;Simulation musicale;Playstation 2 & Pstwo & Playstation 3;RedOctane;1;;Guitar hero ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Guitar_Hero
;Simulation musicale;Playstation 2 & Pstwo & Playstation 3;RedOctane;1;;Guitar hero II ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Guitar_Hero_II
;Simulation musicale;Playstation 2 & Pstwo & Playstation 3;RedOctane;1;;Guitar hero rock the 80's ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Guitar_Hero:_Rocks_the_80s
;Coaching sportif;Playstation 2 & Pstwo & Playstation 3;;1;;Kinetic ;;;;;;;;;
;Action-aventure ;Playstation 2 & Pstwo & Playstation 3;Eidos Interactive;1;;Lego star wars ;;;;;;;;;http://fr.wikipedia.org/wiki/Lego_Star_Wars_:_le_Jeu_vid%C3%A9o
;Action-aventure ;Playstation 2 & Pstwo & Playstation 3;Eidos Interactive;1;;Lego star wars II : La Trilogie originale;;;;;;;;;http://fr.wikipedia.org/wiki/Lego_Star_Wars_II_:_la_Trilogie_originale
;Infiltration;Playstation 2 & Pstwo & Playstation 3;Konami;1;;Metal gear solid 2 : Sons of Liberty;Platinium;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Metal_Gear_Solid_2:_Sons_of_Liberty
;Infiltration;Playstation 2 & Pstwo & Playstation 3;Konami;1;;Metal gear solid 3 : Snake Eater;Metal;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Metal_Gear_Solid_3:_Snake_Eater
;combat 3D;Playstation 2 & Pstwo & Playstation 3;;1;;Saint Seiya, Les Chevaliers du Zodiaque : Hadès ;;10;1;10;1;10;neuf emballé;;
;combat 3D;Playstation 2 & Pstwo & Playstation 3;;1;;Saint Seiya, Les Chevaliers du Zodiaque : Le Sanctuaire ;;9;1;9;1;9;;;
;combat 3D;Playstation 2 & Pstwo & Playstation 3;Namco;1;;Tekken 4 ;;;;;;;;;http://fr.wikipedia.org/wiki/Tekken_4
;;;;1;;;;;;;;;;;
;;;;1;;Playstation 3 (Sony);;;;;;;;;
;Action-aventure ;Playstation 3 & Playstation 3 slim;Ubisoft;1;FR;Assasin's creed ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Assassin%27s_Creed
;Action-aventure ;Playstation 3 & Playstation 3 slim;Ubisoft;1;FR;Assasin's creed II ;;9;1;9;1;9;Version colector avec figurine;;http://fr.wikipedia.org/wiki/Assassin%27s_Creed_II
;Action-aventure ;Playstation 3 & Playstation 3 slim;Ubisoft;1;FR;Assasin's creed Brotherhood ;;9;1;9;1;9;Version colector;;http://fr.wikipedia.org/wiki/Assassin%27s_Creed_:_Brotherhood
;Action-aventure ;Playstation 3 & Playstation 3 slim;Ubisoft;1;FR;Assasin's creed Revelations ;;9;1;9;1;9;Version colector Animus;;http://fr.wikipedia.org/wiki/Assassin%27s_Creed_:_Revelations
;combat 3D;Playstation 3 & Playstation 3 slim;Bandai;1;EU;Dragon ball Z burst limit ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Dragon_Ball_Z:_Burst_Limit
;combat 3D;Playstation 3 & Playstation 3 slim;Bandai;1;EU;Dragon ball Z raging blast ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Dragon_Ball:_Raging_Blast
;Coaching sportif;Playstation 3 & Playstation 3 slim;EA;1;;EA sport active 2 ;;9;1;9;1;9;;;
;RPG;Playstation 3 & Playstation 3 slim;Namco Bandai;1;;Eternal sonata ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Eternal_Sonata
;Simulation voiture;Playstation 3 & Playstation 3 slim;;1;;F1 championship edition ;;9;1;9;1;9;;;
;RPG;Playstation 3 & Playstation 3 slim;SquareEnix;1;FR;Final Fantasy XIII ;;9;1;9;1;9;Version colector;;http://fr.wikipedia.org/wiki/Final_Fantasy_XIII
;Simulation voiture;Playstation 3 & Playstation 3 slim;Sony;1;EU;Grand tourismo 5 ;;9;1;9;1;9;Version colector;;http://fr.wikipedia.org/wiki/Gran_Turismo_5
;Simulation musicale;Playstation 3 & Playstation 3 slim;RedOctane;1;FR;Guitar hero III legends of rock ;;9;1;9;1;9;Bundle guitare;;http://fr.wikipedia.org/wiki/Guitar_Hero_III:_Legends_of_Rock
;Simulation musicale;Playstation 3 & Playstation 3 slim;Activision Blizzard;1;FR;Guitar hero world tour ;;9;1;9;1;9;Bundle complet (batterie + guitare + micro);;http://fr.wikipedia.org/wiki/Guitar_Hero:_World_Tour
;Simulation musicale;Playstation 3 & Playstation 3 slim;;1;FR;Guitar hero Band Hero ;;9;1;9;1;9;Bundle guitare;;
;Simulation musicale;Playstation 3 & Playstation 3 slim;Activision RedOctane;1;FR;Guitar hero 5 ;;9;1;9;1;9;Bundle guitare;;http://fr.wikipedia.org/wiki/Guitar_Hero_5
;Simulation musicale;Playstation 3 & Playstation 3 slim;;1;FR;Guitar hero Wariors of rock;;9;1;9;1;9;Bundle guitare;;
;hack and slash ;Playstation 3 & Playstation 3 slim;Sony;1;FR;Heavenly sword ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Heavenly_Sword
;Action-aventure ;Playstation 3 & Playstation 3 slim;Lucas arts;1;;Lego indiana jones la trilogie originale ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/LEGO_Indiana_Jones_:_la_Trilogie_originale
;Action-aventure ;Playstation 3 & Playstation 3 slim;EA;1;;Mirror's age ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Mirror%27s_Edge
;simulation Basket;Playstation 3 & Playstation 3 slim;2K Sports;1;;NBA 2K8 ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/NBA_2K8
;Arcade voiture;Playstation 3 & Playstation 3 slim;EA;1;;Need for speed carbon ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Need_for_Speed:_Carbon
;Arcade voiture;Playstation 3 & Playstation 3 slim;EA;1;;Need For Speed Undercover ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Need_for_Speed:_Undercover
;Action-aventure ;Playstation 3 & Playstation 3 slim;Buena Vista Games;1;;Pirates des caraibes : jusqu'au bout du monde ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Pirates_des_Cara%C3%AFbes_:_Jusqu%27au_bout_du_monde_%28jeu_vid%C3%A9o%29
;Action-aventure ;Playstation 3 & Playstation 3 slim;Sony;1;;Ratchet & clank operation destruction ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Ratchet_%26_Clank_:_Op%C3%A9ration_Destruction
;Retro;Playstation 3 & Playstation 3 slim;;1;;Sega Megadrive Ultimate Collection;;9;1;9;1;9;;;
;Simulation skate ;Playstation 3 & Playstation 3 slim;EA;1;;Skate ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Skate.
;Simulation catch ;Playstation 3 & Playstation 3 slim;;1;;Smack down VS raw 2008 ;;9;1;9;1;9;;;
;RPG;Playstation 3 & Playstation 3 slim;SquareEnix;1;;Star Ocean : The Last Hope ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Star_Ocean:_The_Last_Hope
;Eye toy/cartes;Playstation 3 & Playstation 3 slim;Sony;1;;The eye of the judgment ;;9;1;9;1;9;Bundle avec Eye toy play 3;;http://fr.wikipedia.org/wiki/The_Eye_of_Judgment
;FPS;Playstation 3 & Playstation 3 slim;Midway;1;;Unrealtournament III ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Unreal_Tournament_3
;combat 3D;playstation 3 & playstation 3 slim;Sega;1;;Virtua Fighters 5 ;;9;1;9;1;9;;;http://fr.wikipedia.org/wiki/Virtua_Fighter_5
;;;;1;;;;;;;;;;;
;;;;1;;PSP (Sony);;;;;;;;;
;puzzle game;PSP & PSP slim & PSP 3000;Namco Bandai;1;;Every Extend Extra ;;;;;;;;;http://fr.wikipedia.org/wiki/Every_Extend_Extra
;RPG;PSP & PSP slim & PSP 3000;SquareEnix;1;;Final Fantasy ;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_%28jeu_vid%C3%A9o%29
;RPG;PSP & PSP slim & PSP 3000;SquareEnix;1;;Final Fantasy II ;;;;;;;;;http://fr.wikipedia.org/wiki/Final_Fantasy_II
;Action-RPG ;PSP & PSP slim & PSP 3000;SquareEnix;1;;Final Fantasy VII crisis core ;;;;;;;;;http://fr.wikipedia.org/wiki/Crisis_Core:_Final_Fantasy_VII
;GTA like ;PSP & PSP slim & PSP 3000;Rockstar Games;1;;Grand theft auto vice city stories ;;;;;;;;;http://fr.wikipedia.org/wiki/Grand_Theft_Auto:_Vice_City_Stories
;puzzle game;PSP & PSP slim & PSP 3000;;1;;Gunpey ;;;;;;;;;
;Simulation de vie ;PSP & PSP slim & PSP 3000;EA;1;;Les sims 2 : animaux & cie ;;;;;;;;;http://fr.wikipedia.org/wiki/Les_Sims_2_:_Animaux_et_Cie
;Infiltration;PSP & PSP slim & PSP 3000;Konami;1;;Metal gear solid portable ops plus ;;;;;;;;;http://fr.wikipedia.org/wiki/Metal_Gear_Solid:_Portable_Ops_Plus
;;;;1;;;;;;;;;;;
;;;;1;;Microvision (MB);;;;;;;;;
;Casse brique;Microvision;MB;1;;Cartouche n°1 : Casse brique;;8;1;8;1;8;;;
;Flipper;Microvision;MB;1;;Cartouche n°4 : Flipper;;8;1;8;1;8;;;
;?;Microvision;MB;1;;Cartouche n°6 : Bataille navale;;8;1;8;1;8;;;
